Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base,-0.0389201994223138,0.0606404283501684,0.0288009133507181,0,0,0,1.80445503906733,0.00557261131259849,1.30566151455957E-06,-0.000539475235711391,0.0133501948716485,4.50573070557487E-07,0.0165394809218581,0,0,0,0,0,0,package://urdf_v16/meshes/base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/base.STL,,base_link v5.step-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
"base_link ",-3.64068112765903E-05,-0.0118678758824738,0.0827015339279813,0,0,0,2.09089508032486,0.013613386163526,4.81772898626971E-06,-8.58975907907224E-06,0.00966545436281291,-0.000408881288625665,0.00889732682523512,0,0,0,0,0,0,package://urdf_v16/meshes/base_link .STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/base_link .STL,,moveo_basev2.step-1,Origin_joint_1,Axis_joint_1,joint_1,continuous,0.0046192,0.060628,0.080563,0,0,0,base,0,0,1,,,,,,,,,,,,
shoulder,0.000114735555256318,0.0016461882487272,0.0799416450271098,0,0,0,1.93113222457088,0.01708627154071,3.41459798496628E-06,-5.32606176023139E-07,0.0162697586704728,-0.000123095839040227,0.0035998842492619,0,0,0,0,0,0,package://urdf_v16/meshes/shoulder.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/shoulder.STL,,moveo_shoulder_1.step-1,Origin_joint_2,Axis_joint_2,joint_2,continuous,0,0,0.16694,0,-0.0044397,0,"base_link ",0,1,0,,,,,,,,,,,,
elbow,-7.45904489801719E-05,-0.000200828334464331,0.0430510825590724,0,0,0,0.777952609021586,0.00228138056803775,6.75259481605935E-08,-6.02427649398722E-07,0.00230093031518272,-3.06257703779093E-05,0.000730694022246996,0,0,0,0,0,0,package://urdf_v16/meshes/elbow.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/elbow.STL,,mover_elbow_1.step-1,Origin_joint_3,Axis_joint_3,joint_3,continuous,0,0,0.22112,0,0.0044397,0,shoulder,0,1,0,,,,,,,,,,,,
wrist_1,0.000153341839407795,0.00254377249979626,0.0552077416540102,0,0,0,0.336033452724269,0.000698588486758794,-1.06886801069468E-06,4.79927277974197E-06,0.000573509249244311,1.12103478727962E-05,0.000348806449824706,0,0,0,0,0,0,package://urdf_v16/meshes/wrist_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/wrist_1.STL,,moveo_wrist_1_1.step-1,Origin_joint_4,Axis_joint_4,joint_4,continuous,0,0.000501,0.12994,0,0,0,elbow,0,0,1,,,,,,,,,,,,
wrist_2,1.77926530077199E-05,0.000385812865379087,0.00382819991882888,0,0,0,0.158624033379915,8.93595815588662E-05,-2.61047265879977E-09,-6.69970075351791E-08,0.000106318553763207,-6.19881915619726E-07,7.5097766833281E-05,0,0,0,0,0,0,package://urdf_v16/meshes/wrist_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/wrist_2.STL,,moveo_wrist_2_1.step-1,Origin_joint_5,Axis_joint_52,joint_5,continuous,0,0,0.098961,0,0,0,wrist_1,0,1,0,,,,,,,,,,,,
gripper_base,0.0144248332652381,-0.00140943468206361,0.729409570686998,0,0,0,0.0669550622960312,2.24885107005276E-05,2.35779600509359E-06,-2.87441674029786E-06,3.18452559004708E-05,3.57683917662539E-07,3.67649419263123E-05,0,0,0,0,0,0,package://urdf_v16/meshes/gripper_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/gripper_base.STL,,gripper_base_1.step-1,Origin_joint_62,,joint_6,fixed,0.00098171,-0.000501,-0.66696,0,0,0,wrist_2,0,0,0,,,,,,,,,,,,
servo_gear1,-0.0100576763756515,-0.00793429336823925,-0.000922276940248268,0,0,0,0.00438273139903777,9.89317510651496E-07,1.98722680590235E-10,-7.64270919579872E-10,1.8900131850761E-07,4.23805101340853E-08,8.26162926123892E-07,0,0,0,0,0,0,package://urdf_v16/meshes/servo_gear1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/servo_gear1.STL,,servo_gear_1.step-1,Origin_joint_72,Axis_joint_72,joint_7,continuous,0.0093777,-0.013452,0.73231,-1.5563,0.0046149,0.0046825,gripper_base,0.99999,0,-0.0046829,,,,,,,,,,,,
leg1,0.00929593624657088,-0.00070323766853897,0.04759195429348,0,0,0,0.0106754375169454,4.10221567193055E-06,-1.70840076438384E-09,-9.73747882338398E-09,4.17675163334443E-06,-6.39775284497913E-07,5.77185004785099E-07,0,0,0,0,0,0,package://urdf_v16/meshes/leg1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/leg1.STL,,gripper_leg_a_1.step-1,Origin_jleg12,Axis_jleg12,jleg1,fixed,-0.019057,-0.019896,0.0073322,1.5563,0.0046149,-0.0046825,servo_gear1,0.99999,0,-0.0046829,,,,,,,,,,,,
servo_gear2,4.90327258335643E-05,-0.0079342933183536,-0.000922776653681345,0,0,0,0.00438273139817732,9.89317507891527E-07,1.98725319420247E-10,-7.64271453185175E-10,1.8900131821962E-07,4.23805083000154E-08,8.26162923689625E-07,0,0,0,0,0,0,package://urdf_v16/meshes/servo_gear2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_v16/meshes/servo_gear2.STL,,servo_gear_1.step2-2,Origin_joint_82,Axis_joint_82,joint_8,continuous,-0.00062209,0.014501,0.73236,-1.5563,-0.0047509,-3.1369,gripper_base,0.99999,0,-0.0046829,,,,,,,,,,,,
